Tick ,Customer ID,Transaction Status,With
953,3,Invalid Transaction,-->953
953,2,Invalid Transaction,-->953
953,1,Invalid Transaction,-->953
954,4,Invalid Transaction,-->954
954,3,Invalid Transaction,-->954
954,2,Invalid Transaction,-->954
954,1,Invalid Transaction,-->954
955,4,Invalid Transaction,-->955
955,3,Invalid Transaction,-->955
955,2,Invalid Transaction,-->955
955,1,Invalid Transaction,-->955
956,4,Invalid Transaction,-->956
956,3,Invalid Transaction,-->956
956,2,Invalid Transaction,-->956
956,1,Invalid Transaction,-->956
957,4,Invalid Transaction,-->957
957,3,Invalid Transaction,-->957
957,2,Invalid Transaction,-->957
957,1,Invalid Transaction,-->957
958,4,Invalid Transaction,-->958
958,3,Invalid Transaction,-->958
958,2,Invalid Transaction,-->958
958,1,Invalid Transaction,-->958
959,4,Invalid Transaction,-->959
959,3,Invalid Transaction,-->959
959,2,Invalid Transaction,-->959
959,1,Invalid Transaction,-->959
960,4,Invalid Transaction,-->960
960,3,Invalid Transaction,-->960
960,2,Invalid Transaction,-->960
960,1,Invalid Transaction,-->960
961,4,Invalid Transaction,-->961
961,3,Invalid Transaction,-->961
961,2,Invalid Transaction,-->961
961,1,Invalid Transaction,-->961
962,4,Invalid Transaction,-->962
962,3,Invalid Transaction,-->962
962,2,Invalid Transaction,-->962
962,1,Invalid Transaction,-->962
963,4,Invalid Transaction,-->963
963,3,Invalid Transaction,-->963
963,2,Invalid Transaction,-->963
963,1,Invalid Transaction,-->963
964,4,Invalid Transaction,-->964
964,3,Invalid Transaction,-->964
964,2,Invalid Transaction,-->964
964,1,Invalid Transaction,-->964
965,4,Invalid Transaction,-->965
965,3,Invalid Transaction,-->965
965,2,Invalid Transaction,-->965
965,1,Invalid Transaction,-->965
966,4,Invalid Transaction,-->966
966,3,Invalid Transaction,-->966
966,2,Invalid Transaction,-->966
966,1,Invalid Transaction,-->966
967,4,Invalid Transaction,-->967
967,3,Invalid Transaction,-->967
967,2,Invalid Transaction,-->967
967,1,Invalid Transaction,-->967
968,4,Invalid Transaction,-->968
968,3,Invalid Transaction,-->968
968,2,Invalid Transaction,-->968
968,1,Invalid Transaction,-->968
969,4,Invalid Transaction,-->969
969,3,Invalid Transaction,-->969
969,2,Invalid Transaction,-->969
969,1,Invalid Transaction,-->969
970,4,Invalid Transaction,-->970
970,3,Invalid Transaction,-->970
970,2,Invalid Transaction,-->970
970,1,Invalid Transaction,-->970
971,4,Invalid Transaction,-->971
971,3,Invalid Transaction,-->971
971,2,Invalid Transaction,-->971
971,1,Invalid Transaction,-->971
972,4,Invalid Transaction,-->972
972,3,Invalid Transaction,-->972
972,2,Invalid Transaction,-->972
972,1,Invalid Transaction,-->972
973,4,Invalid Transaction,-->973
973,3,Invalid Transaction,-->973
973,2,Invalid Transaction,-->973
973,1,Invalid Transaction,-->973
974,4,Invalid Transaction,-->974
974,3,Invalid Transaction,-->974
974,2,Invalid Transaction,-->974
974,1,Invalid Transaction,-->974
975,4,Invalid Transaction,-->975
975,3,Invalid Transaction,-->975
975,2,Invalid Transaction,-->975
975,1,Invalid Transaction,-->975
976,4,Invalid Transaction,-->976
976,3,Invalid Transaction,-->976
976,2,Invalid Transaction,-->976
976,1,Invalid Transaction,-->976
977,4,Invalid Transaction,-->977
977,3,Invalid Transaction,-->977
977,2,Invalid Transaction,-->977
977,1,Invalid Transaction,-->977
978,4,Invalid Transaction,-->978
978,3,Invalid Transaction,-->978
978,2,Invalid Transaction,-->978
978,1,Invalid Transaction,-->978
979,4,Invalid Transaction,-->979
979,3,Invalid Transaction,-->979
979,2,Invalid Transaction,-->979
979,1,Invalid Transaction,-->979
980,4,Invalid Transaction,-->980
980,3,Invalid Transaction,-->980
980,2,Invalid Transaction,-->980
980,1,Invalid Transaction,-->980
981,4,Invalid Transaction,-->981
981,3,Invalid Transaction,-->981
981,2,Invalid Transaction,-->981
981,1,Invalid Transaction,-->981
982,4,Invalid Transaction,-->982
982,3,Invalid Transaction,-->982
982,2,Invalid Transaction,-->982
982,1,Invalid Transaction,-->982
983,4,Invalid Transaction,-->983
983,3,Invalid Transaction,-->983
983,2,Invalid Transaction,-->983
983,1,Invalid Transaction,-->983
984,4,Invalid Transaction,-->984
984,3,Invalid Transaction,-->984
984,2,Invalid Transaction,-->984
984,1,Invalid Transaction,-->984
985,4,Invalid Transaction,-->985
985,3,Invalid Transaction,-->985
985,2,Invalid Transaction,-->985
985,1,Invalid Transaction,-->985
986,4,Invalid Transaction,-->986
986,3,Invalid Transaction,-->986
986,2,Invalid Transaction,-->986
986,1,Invalid Transaction,-->986
987,4,Invalid Transaction,-->987
987,3,Invalid Transaction,-->987
987,2,Invalid Transaction,-->987
987,1,Invalid Transaction,-->987
988,4,Invalid Transaction,-->988
988,3,Invalid Transaction,-->988
988,2,Invalid Transaction,-->988
988,1,Invalid Transaction,-->988
989,4,Invalid Transaction,-->989
989,3,Invalid Transaction,-->989
989,2,Invalid Transaction,-->989
989,1,Invalid Transaction,-->989
990,4,Invalid Transaction,-->990
990,3,Invalid Transaction,-->990
990,2,Invalid Transaction,-->990
990,1,Invalid Transaction,-->990
991,4,Invalid Transaction,-->991
991,3,Invalid Transaction,-->991
991,2,Invalid Transaction,-->991
991,1,Invalid Transaction,-->991
992,4,Invalid Transaction,-->992
992,3,Invalid Transaction,-->992
992,2,Invalid Transaction,-->992
992,1,Invalid Transaction,-->992
993,4,Invalid Transaction,-->993
993,3,Invalid Transaction,-->993
993,2,Invalid Transaction,-->993
993,1,Invalid Transaction,-->993
994,4,Invalid Transaction,-->994
994,3,Invalid Transaction,-->994
994,2,Invalid Transaction,-->994
994,1,Invalid Transaction,-->994
995,4,Invalid Transaction,-->995
995,3,Invalid Transaction,-->995
995,2,Invalid Transaction,-->995
995,1,Invalid Transaction,-->995
996,4,Invalid Transaction,-->996
996,3,Invalid Transaction,-->996
996,2,Invalid Transaction,-->996
996,1,Invalid Transaction,-->996
997,4,Invalid Transaction,-->997
997,3,Invalid Transaction,-->997
997,2,Invalid Transaction,-->997
997,1,Invalid Transaction,-->997
998,4,Invalid Transaction,-->998
998,3,Invalid Transaction,-->998
998,2,Invalid Transaction,-->998
998,1,Invalid Transaction,-->998
999,4,Invalid Transaction,-->999
999,3,Invalid Transaction,-->999
999,2,Invalid Transaction,-->999
999,1,Invalid Transaction,-->999
1000,4,Invalid Transaction,-->1000
1000,3,Invalid Transaction,-->1000
1000,2,Invalid Transaction,-->1000
1000,1,Invalid Transaction,-->1000
1001,4,Invalid Transaction,-->1001
1001,3,Invalid Transaction,-->1001
1001,2,Invalid Transaction,-->1001
1001,1,Invalid Transaction,-->1001
1002,4,Invalid Transaction,-->1002
1002,3,Invalid Transaction,-->1002
1002,2,Invalid Transaction,-->1002
1002,1,Invalid Transaction,-->1002
1003,4,Invalid Transaction,-->1003
1003,3,Invalid Transaction,-->1003
1003,2,Invalid Transaction,-->1003
1003,1,Invalid Transaction,-->1003
1004,4,Invalid Transaction,-->1004
1004,3,Invalid Transaction,-->1004
1004,2,Invalid Transaction,-->1004
1004,1,Invalid Transaction,-->1004
1005,4,Invalid Transaction,-->1005
1005,3,Invalid Transaction,-->1005
1005,2,Invalid Transaction,-->1005
1005,1,Invalid Transaction,-->1005
1006,4,Invalid Transaction,-->1006
1006,3,Invalid Transaction,-->1006
1006,2,Invalid Transaction,-->1006
1006,1,Invalid Transaction,-->1006
1007,4,Invalid Transaction,-->1007
1007,3,Invalid Transaction,-->1007
1007,2,Invalid Transaction,-->1007
1007,1,Invalid Transaction,-->1007
1008,4,Invalid Transaction,-->1008
1008,3,Invalid Transaction,-->1008
1008,2,Invalid Transaction,-->1008
1008,1,Invalid Transaction,-->1008
1009,4,Invalid Transaction,-->1009
1009,3,Invalid Transaction,-->1009
1009,2,Invalid Transaction,-->1009
1009,1,Invalid Transaction,-->1009
1010,4,Invalid Transaction,-->1010
1010,3,Invalid Transaction,-->1010
1010,2,Invalid Transaction,-->1010
1010,1,Invalid Transaction,-->1010
1011,4,Invalid Transaction,-->1011
1011,3,Invalid Transaction,-->1011
1011,2,Invalid Transaction,-->1011
1011,1,Invalid Transaction,-->1011
1012,4,Invalid Transaction,-->1012
1012,3,Invalid Transaction,-->1012
1012,2,Invalid Transaction,-->1012
1012,1,Invalid Transaction,-->1012
1013,4,Invalid Transaction,-->1013
1013,3,Invalid Transaction,-->1013
1013,2,Invalid Transaction,-->1013
1013,1,Invalid Transaction,-->1013
1014,4,Invalid Transaction,-->1014
1014,3,Invalid Transaction,-->1014
1014,2,Invalid Transaction,-->1014
1014,1,Invalid Transaction,-->1014
1015,4,Invalid Transaction,-->1015
1015,3,Invalid Transaction,-->1015
1015,2,Invalid Transaction,-->1015
1015,1,Invalid Transaction,-->1015
1016,4,Invalid Transaction,-->1016
1016,3,Invalid Transaction,-->1016
1016,2,Invalid Transaction,-->1016
1016,1,Invalid Transaction,-->1016
1017,4,Invalid Transaction,-->1017
1017,3,Invalid Transaction,-->1017
1017,2,Invalid Transaction,-->1017
1017,1,Invalid Transaction,-->1017
1018,4,Invalid Transaction,-->1018
1018,3,Invalid Transaction,-->1018
1018,2,Invalid Transaction,-->1018
1018,1,Invalid Transaction,-->1018
1019,4,Invalid Transaction,-->1019
1019,3,Invalid Transaction,-->1019
1019,2,Invalid Transaction,-->1019
1019,1,Invalid Transaction,-->1019
1020,4,Invalid Transaction,-->1020
1020,3,Invalid Transaction,-->1020
1020,2,Invalid Transaction,-->1020
1020,1,Invalid Transaction,-->1020
1021,4,Invalid Transaction,-->1021
1021,3,Invalid Transaction,-->1021
1021,2,Invalid Transaction,-->1021
1021,1,Invalid Transaction,-->1021
1022,4,Invalid Transaction,-->1022
1022,3,Invalid Transaction,-->1022
1022,2,Invalid Transaction,-->1022
1022,1,Invalid Transaction,-->1022
1023,4,Invalid Transaction,-->1023
1023,3,Invalid Transaction,-->1023
1023,2,Invalid Transaction,-->1023
1023,1,Invalid Transaction,-->1023
1024,4,Invalid Transaction,-->1024
1024,3,Invalid Transaction,-->1024
1024,2,Invalid Transaction,-->1024
1024,1,Invalid Transaction,-->1024
1025,4,Invalid Transaction,-->1025
1025,3,Invalid Transaction,-->1025
1025,2,Invalid Transaction,-->1025
1025,1,Invalid Transaction,-->1025
1026,4,Invalid Transaction,-->1026
1026,3,Invalid Transaction,-->1026
1026,2,Invalid Transaction,-->1026
1026,1,Invalid Transaction,-->1026
1027,4,Invalid Transaction,-->1027
1027,3,Invalid Transaction,-->1027
1027,2,Invalid Transaction,-->1027
1027,1,Invalid Transaction,-->1027
1028,4,Invalid Transaction,-->1028
1028,3,Invalid Transaction,-->1028
1028,2,Invalid Transaction,-->1028
1028,1,Invalid Transaction,-->1028
1029,4,Invalid Transaction,-->1029
1029,3,Invalid Transaction,-->1029
1029,2,Invalid Transaction,-->1029
1029,1,Invalid Transaction,-->1029
1030,4,Invalid Transaction,-->1030
1030,3,Invalid Transaction,-->1030
1030,2,Invalid Transaction,-->1030
1030,1,Invalid Transaction,-->1030
1031,4,Invalid Transaction,-->1031
1031,3,Invalid Transaction,-->1031
1031,2,Invalid Transaction,-->1031
1031,1,Invalid Transaction,-->1031
1032,4,Invalid Transaction,-->1032
1032,3,Invalid Transaction,-->1032
1032,2,Invalid Transaction,-->1032
1032,1,Invalid Transaction,-->1032
1033,4,Invalid Transaction,-->1033
1033,3,Invalid Transaction,-->1033
1033,2,Invalid Transaction,-->1033
1033,1,Invalid Transaction,-->1033
1034,4,Invalid Transaction,-->1034
1034,3,Invalid Transaction,-->1034
1034,2,Invalid Transaction,-->1034
1034,1,Invalid Transaction,-->1034
1035,4,Invalid Transaction,-->1035
1035,3,Invalid Transaction,-->1035
1035,2,Invalid Transaction,-->1035
1035,1,Invalid Transaction,-->1035
1036,4,Invalid Transaction,-->1036
1036,3,Invalid Transaction,-->1036
1036,2,Invalid Transaction,-->1036
1036,1,Invalid Transaction,-->1036
1037,4,Invalid Transaction,-->1037
1037,3,Invalid Transaction,-->1037
1037,2,Invalid Transaction,-->1037
1037,1,Invalid Transaction,-->1037
1038,4,Invalid Transaction,-->1038
1038,3,Invalid Transaction,-->1038
1038,2,Invalid Transaction,-->1038
1038,1,Invalid Transaction,-->1038
1039,4,Invalid Transaction,-->1039
1039,3,Invalid Transaction,-->1039
1039,2,Invalid Transaction,-->1039
1039,1,Invalid Transaction,-->1039
1040,4,Invalid Transaction,-->1040
1040,3,Invalid Transaction,-->1040
1040,2,Invalid Transaction,-->1040
1040,1,Invalid Transaction,-->1040
1041,4,Invalid Transaction,-->1041
1041,3,Invalid Transaction,-->1041
1041,2,Invalid Transaction,-->1041
1041,1,Invalid Transaction,-->1041
1042,4,Invalid Transaction,-->1042
1042,3,Invalid Transaction,-->1042
1042,2,Invalid Transaction,-->1042
1042,1,Invalid Transaction,-->1042
1043,4,Invalid Transaction,-->1043
1043,3,Invalid Transaction,-->1043
1043,2,Invalid Transaction,-->1043
1043,1,Invalid Transaction,-->1043
1044,4,Invalid Transaction,-->1044
1044,3,Invalid Transaction,-->1044
1044,2,Invalid Transaction,-->1044
1044,1,Invalid Transaction,-->1044
1045,4,Invalid Transaction,-->1045
1045,3,Invalid Transaction,-->1045
1045,2,Invalid Transaction,-->1045
1045,1,Invalid Transaction,-->1045
1046,4,Invalid Transaction,-->1046
1046,3,Invalid Transaction,-->1046
1046,2,Invalid Transaction,-->1046
1046,1,Invalid Transaction,-->1046
1047,4,Invalid Transaction,-->1047
1047,3,Invalid Transaction,-->1047
1047,2,Invalid Transaction,-->1047
1047,1,Invalid Transaction,-->1047
1048,4,Invalid Transaction,-->1048
1048,3,Invalid Transaction,-->1048
1048,2,Invalid Transaction,-->1048
1048,1,Invalid Transaction,-->1048
1049,4,Invalid Transaction,-->1049
1049,3,Invalid Transaction,-->1049
1049,2,Invalid Transaction,-->1049
1049,1,Invalid Transaction,-->1049
1050,4,Invalid Transaction,-->1050
1050,3,Invalid Transaction,-->1050
1050,2,Invalid Transaction,-->1050
1050,1,Invalid Transaction,-->1050
1051,4,Invalid Transaction,-->1051
1051,3,Invalid Transaction,-->1051
1051,2,Invalid Transaction,-->1051
1051,1,Invalid Transaction,-->1051
1052,4,Invalid Transaction,-->1052
1052,3,Invalid Transaction,-->1052
1052,2,Invalid Transaction,-->1052
1052,1,Invalid Transaction,-->1052
1053,4,Invalid Transaction,-->1053
1053,3,Invalid Transaction,-->1053
1053,2,Invalid Transaction,-->1053
1053,1,Invalid Transaction,-->1053
1054,4,Invalid Transaction,-->1054
1054,3,Invalid Transaction,-->1054
1054,2,Invalid Transaction,-->1054
1054,1,Invalid Transaction,-->1054
1055,4,Invalid Transaction,-->1055
1055,3,Invalid Transaction,-->1055
1055,2,Invalid Transaction,-->1055
1055,1,Invalid Transaction,-->1055
1056,4,Invalid Transaction,-->1056
1056,3,Invalid Transaction,-->1056
1056,2,Invalid Transaction,-->1056
1056,1,Invalid Transaction,-->1056
1057,4,Invalid Transaction,-->1057
1057,3,Invalid Transaction,-->1057
1057,2,Invalid Transaction,-->1057
1057,1,Invalid Transaction,-->1057
1058,4,Invalid Transaction,-->1058
1058,3,Invalid Transaction,-->1058
1058,2,Invalid Transaction,-->1058
1058,1,Invalid Transaction,-->1058
1059,4,Invalid Transaction,-->1059
1059,3,Invalid Transaction,-->1059
1059,2,Invalid Transaction,-->1059
1059,1,Invalid Transaction,-->1059
1060,4,Invalid Transaction,-->1060
1060,3,Invalid Transaction,-->1060
1060,2,Invalid Transaction,-->1060
1060,1,Invalid Transaction,-->1060
1061,4,Invalid Transaction,-->1061
1061,3,Invalid Transaction,-->1061
1061,2,Invalid Transaction,-->1061
1061,1,Invalid Transaction,-->1061
1062,4,Invalid Transaction,-->1062
1062,3,Invalid Transaction,-->1062
1062,2,Invalid Transaction,-->1062
1062,1,Invalid Transaction,-->1062
1063,4,Invalid Transaction,-->1063
1063,3,Invalid Transaction,-->1063
1063,2,Invalid Transaction,-->1063
1063,1,Invalid Transaction,-->1063
1064,4,Invalid Transaction,-->1064
1064,3,Invalid Transaction,-->1064
1064,2,Invalid Transaction,-->1064
1064,1,Invalid Transaction,-->1064
1065,4,Invalid Transaction,-->1065
1065,3,Invalid Transaction,-->1065
1065,2,Invalid Transaction,-->1065
1065,1,Invalid Transaction,-->1065
1066,4,Invalid Transaction,-->1066
1066,3,Invalid Transaction,-->1066
1066,2,Invalid Transaction,-->1066
1066,1,Invalid Transaction,-->1066
1067,4,Invalid Transaction,-->1067
1067,3,Invalid Transaction,-->1067
1067,2,Invalid Transaction,-->1067
1067,1,Invalid Transaction,-->1067
1068,4,Invalid Transaction,-->1068
1068,3,Invalid Transaction,-->1068
1068,2,Invalid Transaction,-->1068
1068,1,Invalid Transaction,-->1068
1069,4,Invalid Transaction,-->1069
1069,3,Invalid Transaction,-->1069
1069,2,Invalid Transaction,-->1069
1069,1,Invalid Transaction,-->1069
1070,4,Invalid Transaction,-->1070
1070,3,Invalid Transaction,-->1070
1070,2,Invalid Transaction,-->1070
1070,1,Invalid Transaction,-->1070
1071,4,Invalid Transaction,-->1071
1071,3,Invalid Transaction,-->1071
1071,2,Invalid Transaction,-->1071
1071,1,Invalid Transaction,-->1071
1072,4,Invalid Transaction,-->1072
1072,3,Invalid Transaction,-->1072
1072,2,Invalid Transaction,-->1072
1072,1,Invalid Transaction,-->1072
1073,4,Invalid Transaction,-->1073
1073,3,Invalid Transaction,-->1073
1073,2,Invalid Transaction,-->1073
1073,1,Invalid Transaction,-->1073
1074,4,Invalid Transaction,-->1074
1074,3,Invalid Transaction,-->1074
1074,2,Invalid Transaction,-->1074
1074,1,Invalid Transaction,-->1074
1075,4,Invalid Transaction,-->1075
1075,3,Invalid Transaction,-->1075
1075,2,Invalid Transaction,-->1075
1075,1,Invalid Transaction,-->1075
1076,4,Invalid Transaction,-->1076
1076,3,Invalid Transaction,-->1076
1076,2,Invalid Transaction,-->1076
1076,1,Invalid Transaction,-->1076
1077,4,Invalid Transaction,-->1077
1077,3,Invalid Transaction,-->1077
1077,2,Invalid Transaction,-->1077
1077,1,Invalid Transaction,-->1077
1078,4,Invalid Transaction,-->1078
1078,3,Invalid Transaction,-->1078
1078,2,Invalid Transaction,-->1078
1078,1,Invalid Transaction,-->1078
1079,4,Invalid Transaction,-->1079
1079,3,Invalid Transaction,-->1079
1079,2,Invalid Transaction,-->1079
1079,1,Invalid Transaction,-->1079
1080,4,Invalid Transaction,-->1080
1080,3,Invalid Transaction,-->1080
1080,2,Invalid Transaction,-->1080
1080,1,Invalid Transaction,-->1080
1081,4,Invalid Transaction,-->1081
1081,3,Invalid Transaction,-->1081
1081,2,Invalid Transaction,-->1081
1081,1,Invalid Transaction,-->1081
1082,4,Invalid Transaction,-->1082
1082,3,Invalid Transaction,-->1082
1082,2,Invalid Transaction,-->1082
1082,1,Invalid Transaction,-->1082
1083,4,Invalid Transaction,-->1083
1083,3,Invalid Transaction,-->1083
1083,2,Invalid Transaction,-->1083
