Tick ,Customer ID,Transaction Status,With
1634,3,Invalid Transaction,-->1634
1634,2,Invalid Transaction,-->1634
1634,1,Invalid Transaction,-->1634
1635,4,Invalid Transaction,-->1635
1635,3,Invalid Transaction,-->1635
1635,2,Invalid Transaction,-->1635
1635,1,Invalid Transaction,-->1635
1636,4,Invalid Transaction,-->1636
1636,3,Invalid Transaction,-->1636
1636,2,Invalid Transaction,-->1636
1636,1,Invalid Transaction,-->1636
1637,4,Invalid Transaction,-->1637
1637,3,Invalid Transaction,-->1637
1637,2,Invalid Transaction,-->1637
1637,1,Invalid Transaction,-->1637
1638,4,Invalid Transaction,-->1638
1638,3,Invalid Transaction,-->1638
1638,2,Invalid Transaction,-->1638
1638,1,Invalid Transaction,-->1638
1639,4,Invalid Transaction,-->1639
1639,3,Invalid Transaction,-->1639
1639,2,Invalid Transaction,-->1639
1639,1,Invalid Transaction,-->1639
1640,4,Invalid Transaction,-->1640
1640,3,Invalid Transaction,-->1640
1640,2,Invalid Transaction,-->1640
1640,1,Invalid Transaction,-->1640
1641,4,Invalid Transaction,-->1641
1641,3,Invalid Transaction,-->1641
1641,2,Invalid Transaction,-->1641
1641,1,Invalid Transaction,-->1641
1642,4,Invalid Transaction,-->1642
1642,3,Invalid Transaction,-->1642
1642,2,Invalid Transaction,-->1642
1642,1,Invalid Transaction,-->1642
1643,4,Invalid Transaction,-->1643
1643,3,Invalid Transaction,-->1643
1643,2,Invalid Transaction,-->1643
1643,1,Invalid Transaction,-->1643
1644,4,Invalid Transaction,-->1644
1644,3,Invalid Transaction,-->1644
1644,2,Invalid Transaction,-->1644
1644,1,Invalid Transaction,-->1644
1645,4,Invalid Transaction,-->1645
1645,3,Invalid Transaction,-->1645
1645,2,Invalid Transaction,-->1645
1645,1,Invalid Transaction,-->1645
1646,4,Invalid Transaction,-->1646
1646,3,Invalid Transaction,-->1646
1646,2,Invalid Transaction,-->1646
1646,1,Invalid Transaction,-->1646
1647,4,Invalid Transaction,-->1647
1647,3,Invalid Transaction,-->1647
1647,2,Invalid Transaction,-->1647
1647,1,Invalid Transaction,-->1647
1648,4,Invalid Transaction,-->1648
1648,3,Invalid Transaction,-->1648
1648,2,Invalid Transaction,-->1648
1648,1,Invalid Transaction,-->1648
1649,4,Invalid Transaction,-->1649
1649,3,Invalid Transaction,-->1649
1649,2,Invalid Transaction,-->1649
1649,1,Invalid Transaction,-->1649
1650,4,Invalid Transaction,-->1650
1650,3,Invalid Transaction,-->1650
1650,2,Invalid Transaction,-->1650
1650,1,Invalid Transaction,-->1650
1651,4,Invalid Transaction,-->1651
1651,3,Invalid Transaction,-->1651
1651,2,Invalid Transaction,-->1651
1651,1,Invalid Transaction,-->1651
1652,4,Invalid Transaction,-->1652
1652,3,Invalid Transaction,-->1652
1652,2,Invalid Transaction,-->1652
1652,1,Invalid Transaction,-->1652
1653,4,Invalid Transaction,-->1653
1653,3,Invalid Transaction,-->1653
1653,2,Invalid Transaction,-->1653
1653,1,Invalid Transaction,-->1653
1654,4,Invalid Transaction,-->1654
1654,3,Invalid Transaction,-->1654
1654,2,Invalid Transaction,-->1654
1654,1,Invalid Transaction,-->1654
1655,4,Invalid Transaction,-->1655
1655,3,Invalid Transaction,-->1655
1655,2,Invalid Transaction,-->1655
1655,1,Invalid Transaction,-->1655
1656,4,Invalid Transaction,-->1656
1656,3,Invalid Transaction,-->1656
1656,2,Invalid Transaction,-->1656
1656,1,Invalid Transaction,-->1656
1657,4,Invalid Transaction,-->1657
1657,3,Invalid Transaction,-->1657
1657,2,Invalid Transaction,-->1657
1657,1,Invalid Transaction,-->1657
1658,4,Invalid Transaction,-->1658
1658,3,Invalid Transaction,-->1658
1658,2,Invalid Transaction,-->1658
1658,1,Invalid Transaction,-->1658
1659,4,Invalid Transaction,-->1659
1659,3,Invalid Transaction,-->1659
1659,2,Invalid Transaction,-->1659
1659,1,Invalid Transaction,-->1659
1660,4,Invalid Transaction,-->1660
1660,3,Invalid Transaction,-->1660
1660,2,Invalid Transaction,-->1660
1660,1,Invalid Transaction,-->1660
1661,4,Invalid Transaction,-->1661
1661,3,Invalid Transaction,-->1661
1661,2,Invalid Transaction,-->1661
1661,1,Invalid Transaction,-->1661
1662,4,Invalid Transaction,-->1662
1662,3,Invalid Transaction,-->1662
1662,2,Invalid Transaction,-->1662
1662,1,Invalid Transaction,-->1662
1663,4,Invalid Transaction,-->1663
1663,3,Invalid Transaction,-->1663
1663,2,Invalid Transaction,-->1663
1663,1,Invalid Transaction,-->1663
1664,4,Invalid Transaction,-->1664
1664,3,Invalid Transaction,-->1664
1664,2,Invalid Transaction,-->1664
1664,1,Invalid Transaction,-->1664
1665,4,Invalid Transaction,-->1665
1665,3,Invalid Transaction,-->1665
1665,2,Invalid Transaction,-->1665
1665,1,Invalid Transaction,-->1665
1666,4,Invalid Transaction,-->1666
1666,3,Invalid Transaction,-->1666
1666,2,Invalid Transaction,-->1666
1666,1,Invalid Transaction,-->1666
1667,4,Invalid Transaction,-->1667
1667,3,Invalid Transaction,-->1667
1667,2,Invalid Transaction,-->1667
1667,1,Invalid Transaction,-->1667
1668,4,Invalid Transaction,-->1668
1668,3,Invalid Transaction,-->1668
1668,2,Invalid Transaction,-->1668
1668,1,Invalid Transaction,-->1668
1669,4,Invalid Transaction,-->1669
1669,3,Invalid Transaction,-->1669
1669,2,Invalid Transaction,-->1669
1669,1,Invalid Transaction,-->1669
1670,4,Invalid Transaction,-->1670
1670,3,Invalid Transaction,-->1670
1670,2,Invalid Transaction,-->1670
1670,1,Invalid Transaction,-->1670
1671,4,Invalid Transaction,-->1671
1671,3,Invalid Transaction,-->1671
1671,2,Invalid Transaction,-->1671
1671,1,Invalid Transaction,-->1671
1672,4,Invalid Transaction,-->1672
1672,3,Invalid Transaction,-->1672
1672,2,Invalid Transaction,-->1672
1672,1,Invalid Transaction,-->1672
1673,4,Invalid Transaction,-->1673
1673,3,Invalid Transaction,-->1673
1673,2,Invalid Transaction,-->1673
1673,1,Invalid Transaction,-->1673
1674,4,Invalid Transaction,-->1674
1674,3,Invalid Transaction,-->1674
1674,2,Invalid Transaction,-->1674
1674,1,Invalid Transaction,-->1674
1675,4,Invalid Transaction,-->1675
1675,3,Invalid Transaction,-->1675
1675,2,Invalid Transaction,-->1675
1675,1,Invalid Transaction,-->1675
1676,4,Invalid Transaction,-->1676
1676,3,Invalid Transaction,-->1676
1676,2,Invalid Transaction,-->1676
1676,1,Invalid Transaction,-->1676
1677,4,Invalid Transaction,-->1677
1677,3,Invalid Transaction,-->1677
1677,2,Invalid Transaction,-->1677
1677,1,Invalid Transaction,-->1677
1678,4,Invalid Transaction,-->1678
1678,3,Invalid Transaction,-->1678
1678,2,Invalid Transaction,-->1678
1678,1,Invalid Transaction,-->1678
1679,4,Invalid Transaction,-->1679
1679,3,Invalid Transaction,-->1679
1679,2,Invalid Transaction,-->1679
1679,1,Invalid Transaction,-->1679
1680,4,Invalid Transaction,-->1680
1680,3,Invalid Transaction,-->1680
1680,2,Invalid Transaction,-->1680
1680,1,Invalid Transaction,-->1680
1681,4,Invalid Transaction,-->1681
1681,3,Invalid Transaction,-->1681
1681,2,Invalid Transaction,-->1681
1681,1,Invalid Transaction,-->1681
1682,4,Invalid Transaction,-->1682
1682,3,Invalid Transaction,-->1682
1682,2,Invalid Transaction,-->1682
1682,1,Invalid Transaction,-->1682
1683,4,Invalid Transaction,-->1683
1683,3,Invalid Transaction,-->1683
1683,2,Invalid Transaction,-->1683
1683,1,Invalid Transaction,-->1683
1684,4,Invalid Transaction,-->1684
1684,3,Invalid Transaction,-->1684
1684,2,Invalid Transaction,-->1684
1684,1,Invalid Transaction,-->1684
1685,4,Invalid Transaction,-->1685
1685,3,Invalid Transaction,-->1685
1685,2,Invalid Transaction,-->1685
1685,1,Invalid Transaction,-->1685
1686,4,Invalid Transaction,-->1686
1686,3,Invalid Transaction,-->1686
1686,2,Invalid Transaction,-->1686
1686,1,Invalid Transaction,-->1686
1687,4,Invalid Transaction,-->1687
1687,3,Invalid Transaction,-->1687
1687,2,Invalid Transaction,-->1687
1687,1,Invalid Transaction,-->1687
1688,4,Invalid Transaction,-->1688
1688,3,Invalid Transaction,-->1688
1688,2,Invalid Transaction,-->1688
1688,1,Invalid Transaction,-->1688
1689,4,Invalid Transaction,-->1689
1689,3,Invalid Transaction,-->1689
1689,2,Invalid Transaction,-->1689
1689,1,Invalid Transaction,-->1689
1690,4,Invalid Transaction,-->1690
1690,3,Invalid Transaction,-->1690
1690,2,Invalid Transaction,-->1690
1690,1,Invalid Transaction,-->1690
1691,4,Invalid Transaction,-->1691
1691,3,Invalid Transaction,-->1691
1691,2,Invalid Transaction,-->1691
1691,1,Invalid Transaction,-->1691
1692,4,Invalid Transaction,-->1692
1692,3,Invalid Transaction,-->1692
1692,2,Invalid Transaction,-->1692
1692,1,Invalid Transaction,-->1692
1693,4,Invalid Transaction,-->1693
1693,3,Invalid Transaction,-->1693
1693,2,Invalid Transaction,-->1693
1693,1,Invalid Transaction,-->1693
1694,4,Invalid Transaction,-->1694
1694,3,Invalid Transaction,-->1694
1694,2,Invalid Transaction,-->1694
1694,1,Invalid Transaction,-->1694
1695,4,Invalid Transaction,-->1695
1695,3,Invalid Transaction,-->1695
1695,2,Invalid Transaction,-->1695
1695,1,Invalid Transaction,-->1695
1696,4,Invalid Transaction,-->1696
1696,3,Invalid Transaction,-->1696
1696,2,Invalid Transaction,-->1696
1696,1,Invalid Transaction,-->1696
1697,4,Invalid Transaction,-->1697
1697,3,Invalid Transaction,-->1697
1697,2,Invalid Transaction,-->1697
1697,1,Invalid Transaction,-->1697
1698,4,Invalid Transaction,-->1698
1698,3,Invalid Transaction,-->1698
1698,2,Invalid Transaction,-->1698
1698,1,Invalid Transaction,-->1698
1699,4,Invalid Transaction,-->1699
1699,3,Invalid Transaction,-->1699
1699,2,Invalid Transaction,-->1699
1699,1,Invalid Transaction,-->1699
1700,4,Invalid Transaction,-->1700
1700,3,Invalid Transaction,-->1700
1700,2,Invalid Transaction,-->1700
1700,1,Invalid Transaction,-->1700
1701,4,Invalid Transaction,-->1701
1701,3,Invalid Transaction,-->1701
1701,2,Invalid Transaction,-->1701
1701,1,Invalid Transaction,-->1701
1702,4,Invalid Transaction,-->1702
1702,3,Invalid Transaction,-->1702
1702,2,Invalid Transaction,-->1702
1702,1,Invalid Transaction,-->1702
1703,4,Invalid Transaction,-->1703
1703,3,Invalid Transaction,-->1703
1703,2,Invalid Transaction,-->1703
1703,1,Invalid Transaction,-->1703
1704,4,Invalid Transaction,-->1704
1704,3,Invalid Transaction,-->1704
1704,2,Invalid Transaction,-->1704
1704,1,Invalid Transaction,-->1704
1705,4,Invalid Transaction,-->1705
1705,3,Invalid Transaction,-->1705
1705,2,Invalid Transaction,-->1705
1705,1,Invalid Transaction,-->1705
1706,4,Invalid Transaction,-->1706
1706,3,Invalid Transaction,-->1706
1706,2,Invalid Transaction,-->1706
1706,1,Invalid Transaction,-->1706
1707,4,Invalid Transaction,-->1707
1707,3,Invalid Transaction,-->1707
1707,2,Invalid Transaction,-->1707
1707,1,Invalid Transaction,-->1707
1708,4,Invalid Transaction,-->1708
1708,3,Invalid Transaction,-->1708
1708,2,Invalid Transaction,-->1708
1708,1,Invalid Transaction,-->1708
1709,4,Invalid Transaction,-->1709
1709,3,Invalid Transaction,-->1709
1709,2,Invalid Transaction,-->1709
1709,1,Invalid Transaction,-->1709
1710,4,Invalid Transaction,-->1710
1710,3,Invalid Transaction,-->1710
1710,2,Invalid Transaction,-->1710
1710,1,Invalid Transaction,-->1710
1711,4,Invalid Transaction,-->1711
1711,3,Invalid Transaction,-->1711
1711,2,Invalid Transaction,-->1711
1711,1,Invalid Transaction,-->1711
1712,4,Invalid Transaction,-->1712
1712,3,Invalid Transaction,-->1712
1712,2,Invalid Transaction,-->1712
1712,1,Invalid Transaction,-->1712
1713,4,Invalid Transaction,-->1713
1713,3,Invalid Transaction,-->1713
1713,2,Invalid Transaction,-->1713
1713,1,Invalid Transaction,-->1713
1714,4,Invalid Transaction,-->1714
1714,3,Invalid Transaction,-->1714
1714,2,Invalid Transaction,-->1714
1714,1,Invalid Transaction,-->1714
1715,4,Invalid Transaction,-->1715
1715,3,Invalid Transaction,-->1715
1715,2,Invalid Transaction,-->1715
1715,1,Invalid Transaction,-->1715
1716,4,Invalid Transaction,-->1716
1716,3,Invalid Transaction,-->1716
1716,2,Invalid Transaction,-->1716
1716,1,Invalid Transaction,-->1716
1717,4,Invalid Transaction,-->1717
1717,3,Invalid Transaction,-->1717
1717,2,Invalid Transaction,-->1717
1717,1,Invalid Transaction,-->1717
1718,4,Invalid Transaction,-->1718
1718,3,Invalid Transaction,-->1718
1718,2,Invalid Transaction,-->1718
1718,1,Invalid Transaction,-->1718
1719,4,Invalid Transaction,-->1719
1719,3,Invalid Transaction,-->1719
1719,2,Invalid Transaction,-->1719
1719,1,Invalid Transaction,-->1719
1720,4,Invalid Transaction,-->1720
1720,3,Invalid Transaction,-->1720
1720,2,Invalid Transaction,-->1720
1720,1,Invalid Transaction,-->1720
1721,4,Invalid Transaction,-->1721
1721,3,Invalid Transaction,-->1721
1721,2,Invalid Transaction,-->1721
1721,1,Invalid Transaction,-->1721
1722,4,Invalid Transaction,-->1722
1722,3,Invalid Transaction,-->1722
1722,2,Invalid Transaction,-->1722
1722,1,Invalid Transaction,-->1722
1723,4,Invalid Transaction,-->1723
1723,3,Invalid Transaction,-->1723
1723,2,Invalid Transaction,-->1723
1723,1,Invalid Transaction,-->1723
1724,4,Invalid Transaction,-->1724
1724,3,Invalid Transaction,-->1724
1724,2,Invalid Transaction,-->1724
1724,1,Invalid Transaction,-->1724
1725,4,Invalid Transaction,-->1725
1725,3,Invalid Transaction,-->1725
1725,2,Invalid Transaction,-->1725
1725,1,Invalid Transaction,-->1725
1726,4,Invalid Transaction,-->1726
1726,3,Invalid Transaction,-->1726
1726,2,Invalid Transaction,-->1726
1726,1,Invalid Transaction,-->1726
1727,4,Invalid Transaction,-->1727
1727,3,Invalid Transaction,-->1727
1727,2,Invalid Transaction,-->1727
1727,1,Invalid Transaction,-->1727
1728,4,Invalid Transaction,-->1728
1728,3,Invalid Transaction,-->1728
1728,2,Invalid Transaction,-->1728
1728,1,Invalid Transaction,-->1728
1729,4,Invalid Transaction,-->1729
1729,3,Invalid Transaction,-->1729
1729,2,Invalid Transaction,-->1729
1729,1,Invalid Transaction,-->1729
1730,4,Invalid Transaction,-->1730
1730,3,Invalid Transaction,-->1730
1730,2,Invalid Transaction,-->1730
1730,1,Invalid Transaction,-->1730
1731,4,Invalid Transaction,-->1731
1731,3,Invalid Transaction,-->1731
1731,2,Invalid Transaction,-->1731
1731,1,Invalid Transaction,-->1731
1732,4,Invalid Transaction,-->1732
1732,3,Invalid Transaction,-->1732
1732,2,Invalid Transaction,-->1732
1732,1,Invalid Transaction,-->1732
1733,4,Invalid Transaction,-->1733
1733,3,Invalid Transaction,-->1733
1733,2,Invalid Transaction,-->1733
1733,1,Invalid Transaction,-->1733
1734,4,Invalid Transaction,-->1734
1734,3,Invalid Transaction,-->1734
1734,2,Invalid Transaction,-->1734
1734,1,Invalid Transaction,-->1734
1735,4,Invalid Transaction,-->1735
1735,3,Invalid Transaction,-->1735
1735,2,Invalid Transaction,-->1735
1735,1,Invalid Transaction,-->1735
1736,4,Invalid Transaction,-->1736
1736,3,Invalid Transaction,-->1736
1736,2,Invalid Transaction,-->1736
1736,1,Invalid Transaction,-->1736
1737,4,Invalid Transaction,-->1737
1737,3,Invalid Transaction,-->1737
1737,2,Invalid Transaction,-->1737
1737,1,Invalid Transaction,-->1737
1738,4,Invalid Transaction,-->1738
1738,3,Invalid Transaction,-->1738
1738,2,Invalid Transaction,-->1738
1738,1,Invalid Transaction,-->1738
1739,4,Invalid Transaction,-->1739
1739,3,Invalid Transaction,-->1739
1739,2,Invalid Transaction,-->1739
1739,1,Invalid Transaction,-->1739
1740,4,Invalid Transaction,-->1740
1740,3,Invalid Transaction,-->1740
1740,2,Invalid Transaction,-->1740
1740,1,Invalid Transaction,-->1740
1741,4,Invalid Transaction,-->1741
1741,3,Invalid Transaction,-->1741
1741,2,Invalid Transaction,-->1741
1741,1,Invalid Transaction,-->1741
1742,4,Invalid Transaction,-->1742
1742,3,Invalid Transaction,-->1742
1742,2,Invalid Transaction,-->1742
1742,1,Invalid Transaction,-->1742
1743,4,Invalid Transaction,-->1743
1743,3,Invalid Transaction,-->1743
1743,2,Invalid Transaction,-->1743
1743,1,Invalid Transaction,-->1743
1744,4,Invalid Transaction,-->1744
1744,3,Invalid Transaction,-->1744
1744,2,Invalid Transaction,-->1744
1744,1,Invalid Transaction,-->1744
1745,4,Invalid Transaction,-->1745
1745,3,Invalid Transaction,-->1745
1745,2,Invalid Transaction,-->1745
1745,1,Invalid Transaction,-->1745
1746,4,Invalid Transaction,-->1746
1746,3,Invalid Transaction,-->1746
1746,2,Invalid Transaction,-->1746
1746,1,Invalid Transaction,-->1746
1747,4,Invalid Transaction,-->1747
1747,3,Invalid Transaction,-->1747
1747,2,Invalid Transaction,-->1747
1747,1,Invalid Transaction,-->1747
1748,4,Invalid Transaction,-->1748
1748,3,Invalid Transaction,-->1748
1748,2,Invalid Transaction,-->1748
1748,1,Invalid Transaction,-->1748
1749,4,Invalid Transaction,-->1749
1749,3,Invalid Transaction,-->1749
1749,2,Invalid Transaction,-->1749
1749,1,Invalid Transaction,-->1749
1750,4,Invalid Transaction,-->1750
1750,3,Invalid Transaction,-->1750
1750,2,Invalid Transaction,-->1750
1750,1,Invalid Transaction,-->1750
1751,4,Invalid Transaction,-->1751
1751,3,Invalid Transaction,-->1751
1751,2,Invalid Transaction,-->1751
1751,1,Invalid Transaction,-->1751
1752,4,Invalid Transaction,-->1752
1752,3,Invalid Transaction,-->1752
1752,2,Invalid Transaction,-->1752
1752,1,Invalid Transaction,-->1752
1753,4,Invalid Transaction,-->1753
1753,3,Invalid Transaction,-->1753
1753,2,Invalid Transaction,-->1753
1753,1,Invalid Transaction,-->1753
1754,4,Invalid Transaction,-->1754
1754,3,Invalid Transaction,-->1754
1754,2,Invalid Transaction,-->1754
1754,1,Invalid Transaction,-->1754
1755,4,Invalid Transaction,-->1755
1755,3,Invalid Transaction,-->1755
1755,2,Invalid Transaction,-->1755
1755,1,Invalid Transaction,-->1755
1756,4,Invalid Transaction,-->1756
1756,3,Invalid Transaction,-->1756
1756,2,Invalid Transaction,-->1756
1756,1,Invalid Transaction,-->1756
1757,4,Invalid Transaction,-->1757
1757,3,Invalid Transaction,-->1757
1757,2,Invalid Transaction,-->1757
1757,1,Invalid Transaction,-->1757
1758,4,Invalid Transaction,-->1758
1758,3,Invalid Transaction,-->1758
1758,2,Invalid Transaction,-->1758
1758,1,Invalid Transaction,-->1758
1759,4,Invalid Transaction,-->1759
1759,3,Invalid Transaction,-->1759
1759,2,Invalid Transaction,-->1759
1759,1,Invalid Transaction,-->1759
1760,4,Invalid Transaction,-->1760
1760,3,Invalid Transaction,-->1760
1760,2,Invalid Transaction,-->1760
1760,1,Invalid Transaction,-->1760
1761,4,Invalid Transaction,-->1761
1761,3,Invalid Transaction,-->1761
1761,2,Invalid Transaction,-->1761
1761,1,Invalid Transaction,-->1761
1762,4,Invalid Transaction,-->1762
1762,3,Invalid Transaction,-->1762
1762,2,Invalid Transaction,-->1762
1762,1,Invalid Transaction,-->1762
1763,4,Invalid Transaction,-->1763
1763,3,Invalid Transaction,-->1763
1763,2,Invalid Transaction,-->1763
1763,1,Invalid Transaction,-->1763
1764,4,Invalid Transaction,-->1764
1764,3,Invalid Transaction,-->1764
1764,2,Invalid Transaction,-->1764
1764,1,Invalid Transaction,-->1764
1765,4,Invalid Transaction,-->1765
1765,3,Invalid Transaction,-->1765
1765,2,Invalid Transaction,-->1765
1765,1,Invalid Transaction,-->1765
1766,4,Invalid Transaction,-->1766
1766,3,Invalid Transaction,-->1766
1766,2,Invalid Transaction,-->1766
1766,1,Invalid Transaction,-->1766
1767,4,Invalid Transaction,-->1767
1767,3,Invalid Transaction,-->1767
1767,2,Invalid Transaction,-->1767
1767,1,Invalid Transaction,-->1767
1768,4,Invalid Transaction,-->1768
1768,3,Invalid Transaction,-->1768
1768,2,Invalid Transaction,-->1768
1768,1,Invalid Transaction,-->1768
1769,4,Invalid Transaction,-->1769
1769,3,Invalid Transaction,-->1769
1769,2,Invalid Transaction,-->1769
1769,1,Invalid Transaction,-->1769
1770,4,Invalid Transaction,-->1770
1770,3,Invalid Transaction,-->1770
1770,2,Invalid Transaction,-->1770
1770,1,Invalid Transaction,-->1770
1771,4,Invalid Transaction,-->1771
1771,3,Invalid Transaction,-->1771
1771,2,Invalid Transaction,-->1771
1771,1,Invalid Transaction,-->1771
1772,4,Invalid Transaction,-->1772
1772,3,Invalid Transaction,-->1772
1772,2,Invalid Transaction,-->1772
1772,1,Invalid Transaction,-->1772
1773,4,Invalid Transaction,-->1773
1773,3,Invalid Transaction,-->1773
1773,2,Invalid Transaction,-->1773
1773,1,Invalid Transaction,-->1773
1774,4,Invalid Transaction,-->1774
1774,3,Invalid Transaction,-->1774
1774,2,Invalid Transaction,-->1774
1774,1,Invalid Transaction,-->1774
1775,4,Invalid Transaction,-->1775
1775,3,Invalid Transaction,-->1775
1775,2,Invalid Transaction,-->1775
1775,1,Invalid Transaction,-->1775
1776,4,Invalid Transaction,-->1776
1776,3,Invalid Transaction,-->1776
1776,2,Invalid Transaction,-->1776
1776,1,Invalid Transaction,-->1776
1777,4,Invalid Transaction,-->1777
1777,3,Invalid Transaction,-->1777
1777,2,Invalid Transaction,-->1777
1777,1,Invalid Transaction,-->1777
1778,4,Invalid Transaction,-->1778
1778,3,Invalid Transaction,-->1778
1778,2,Invalid Transaction,-->1778
1778,1,Invalid Transaction,-->1778
1779,4,Invalid Transaction,-->1779
1779,3,Invalid Transaction,-->1779
1779,2,Invalid Transaction,-->1779
1779,1,Invalid Transaction,-->1779
1780,4,Invalid Transaction,-->1780
1780,3,Invalid Transaction,-->1780
1780,2,Invalid Transaction,-->1780
1780,1,Invalid Transaction,-->1780
1781,4,Invalid Transaction,-->1781
1781,3,Invalid Transaction,-->1781
1781,2,Invalid Transaction,-->1781
1781,1,Invalid Transaction,-->1781
1782,4,Invalid Transaction,-->1782
1782,3,Invalid Transaction,-->1782
1782,2,Invalid Transaction,-->1782
1782,1,Invalid Transaction,-->1782
1783,4,Invalid Transaction,-->1783
1783,3,Invalid Transaction,-->1783
1783,2,Invalid Transaction,-->1783
1783,1,Invalid Transaction,-->1783
1784,4,Invalid Transaction,-->1784
1784,3,Invalid Transaction,-->1784
1784,2,Invalid Transaction,-->1784
1784,1,Invalid Transaction,-->1784
1785,4,Invalid Transaction,-->1785
1785,3,Invalid Transaction,-->1785
1785,2,Invalid Transaction,-->1785
1785,1,Invalid Transaction,-->1785
1786,4,Invalid Transaction,-->1786
1786,3,Invalid Transaction,-->1786
1786,2,Invalid Transaction,-->1786
1786,1,Invalid Transaction,-->1786
1787,4,Invalid Transaction,-->1787
1787,3,Invalid Transaction,-->1787
1787,2,Invalid Transaction,-->1787
1787,1,Invalid Transaction,-->1787
1788,4,Invalid Transaction,-->1788
1788,3,Invalid Transaction,-->1788
1788,2,Invalid Transaction,-->1788
1788,1,Invalid Transaction,-->1788
1789,4,Invalid Transaction,-->1789
1789,3,Invalid Transaction,-->1789
1789,2,Invalid Transaction,-->1789
1789,1,Invalid Transaction,-->1789
1790,4,Invalid Transaction,-->1790
1790,3,Invalid Transaction,-->1790
1790,2,Invalid Transaction,-->1790
1790,1,Invalid Transaction,-->1790
1791,4,Invalid Transaction,-->1791
1791,3,Invalid Transaction,-->1791
1791,2,Invalid Transaction,-->1791
1791,1,Invalid Transaction,-->1791
1792,4,Invalid Transaction,-->1792
1792,3,Invalid Transaction,-->1792
1792,2,Invalid Transaction,-->1792
1792,1,Invalid Transaction,-->1792
1793,4,Invalid Transaction,-->1793
1793,3,Invalid Transaction,-->1793
1793,2,Invalid Transaction,-->1793
1793,1,Invalid Transaction,-->1793
1794,4,Invalid Transaction,-->1794
1794,3,Invalid Transaction,-->1794
1794,2,Invalid Transaction,-->1794
1794,1,Invalid Transaction,-->1794
1795,4,Invalid Transaction,-->1795
1795,3,Invalid Transaction,-->1795
1795,2,Invalid Transaction,-->1795
1795,1,Invalid Transaction,-->1795
1796,4,Invalid Transaction,-->1796
1796,3,Invalid Transaction,-->1796
1796,2,Invalid Transaction,-->1796
1796,1,Invalid Transaction,-->1796
1797,4,Invalid Transaction,-->1797
1797,3,Invalid Transaction,-->1797
1797,2,Invalid Transaction,-->1797
1797,1,Invalid Transaction,-->1797
1798,4,Invalid Transaction,-->1798
1798,3,Invalid Transaction,-->1798
1798,2,Invalid Transaction,-->1798
1798,1,Invalid Transaction,-->1798
1799,4,Invalid Transaction,-->1799
1799,3,Invalid Transaction,-->1799
1799,2,Invalid Transaction,-->1799
1799,1,Invalid Transaction,-->1799
1800,4,Invalid Transaction,-->1800
1800,3,Invalid Transaction,-->1800
1800,2,Invalid Transaction,-->1800
1800,1,Invalid Transaction,-->1800
1801,4,Invalid Transaction,-->1801
1801,3,Invalid Transaction,-->1801
1801,2,Invalid Transaction,-->1801
1801,1,Invalid Transaction,-->1801
1802,4,Invalid Transaction,-->1802
1802,3,Invalid Transaction,-->1802
1802,2,Invalid Transaction,-->1802
1802,1,Invalid Transaction,-->1802
1803,4,Invalid Transaction,-->1803
1803,3,Invalid Transaction,-->1803
1803,2,Invalid Transaction,-->1803
1803,1,Invalid Transaction,-->1803
1804,4,Invalid Transaction,-->1804
1804,3,Invalid Transaction,-->1804
1804,2,Invalid Transaction,-->1804
1804,1,Invalid Transaction,-->1804
1805,4,Invalid Transaction,-->1805
1805,3,Invalid Transaction,-->1805
1805,2,Invalid Transaction,-->1805
1805,1,Invalid Transaction,-->1805
1806,4,Invalid Transaction,-->1806
1806,3,Invalid Transaction,-->1806
1806,2,Invalid Transaction,-->1806
1806,1,Invalid Transaction,-->1806
1807,4,Invalid Transaction,-->1807
1807,3,Invalid Transaction,-->1807
1807,2,Invalid Transaction,-->1807
1807,1,Invalid Transaction,-->1807
1808,4,Invalid Transaction,-->1808
1808,3,Invalid Transaction,-->1808
1808,2,Invalid Transaction,-->1808
1808,1,Invalid Transaction,-->1808
1809,4,Invalid Transaction,-->1809
1809,3,Invalid Transaction,-->1809
1809,2,Invalid Transaction,-->1809
1809,1,Invalid Transaction,-->1809
1810,4,Invalid Transaction,-->1810
1810,3,Invalid Transaction,-->1810
1810,2,Invalid Transaction,-->1810
1810,1,Invalid Transaction,-->1810
1811,4,Invalid Transaction,-->1811
1811,3,Invalid Transaction,-->1811
1811,2,Invalid Transaction,-->1811
1811,1,Invalid Transaction,-->1811
1812,4,Invalid Transaction,-->1812
1812,3,Invalid Transaction,-->1812
1812,2,Invalid Transaction,-->1812
1812,1,Invalid Transaction,-->1812
1813,4,Invalid Transaction,-->1813
1813,3,Invalid Transaction,-->1813
1813,2,Invalid Transaction,-->1813
1813,1,Invalid Transaction,-->1813
1814,4,Invalid Transaction,-->1814
1814,3,Invalid Transaction,-->1814
1814,2,Invalid Transaction,-->1814
1814,1,Invalid Transaction,-->1814
1815,4,Invalid Transaction,-->1815
1815,3,Invalid Transaction,-->1815
1815,2,Invalid Transaction,-->1815
1815,1,Invalid Transaction,-->1815
1816,4,Invalid Transaction,-->1816
1816,3,Invalid Transaction,-->1816
1816,2,Invalid Transaction,-->1816
1816,1,Invalid Transaction,-->1816
1817,4,Invalid Transaction,-->1817
1817,3,Invalid Transaction,-->1817
1817,2,Invalid Transaction,-->1817
1817,1,Invalid Transaction,-->1817
